10.1	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.2	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.1151237119379243	0.0015879750526800783	0.0006479778124858529	2.9180979850597017	0.017503404502098245	0.0029032937137478177	0	0	0	0	-10016901894851466e-22	-0.002715988501710742	0	-4422602418719094e-21	-0.004847367947103274
10.3	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.22593131004730843	0.011506666998092059	0.004734605889968325	11.483178830425928	0.26058973606536767	0.0434681200016715	0	0	0	0	-7762286248503079e-20	-0.012676110658298278	0	-0.0010735411400472706	-0.13045279495975956
10.4	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.3325846102795391	0.034004658785684885	0.01416276620281271	25.420121663760195	1.1973823151334766	0.2014059315203287	0	0	0	0	-0.000432031330281457	-0.025401602550504478	0	-0.010789910373383659	-0.4656121036378239
10.5	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.4352393612928815	0.06925867784177207	0.029264306349246056	44.46503303612846	3.3811124390266754	0.5744944183775887	0	0	0	0	-0.0012007094389631895	-0.03573990952197306	0	-0.04449675092145051	-1.0059883380997285
10.6	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.5340454753767117	0.1153325996491118	0.04948594310385138	68.36479140359265	7.313484632935017	1.2564469897058146	0	0	0	0	-0.0023947649050127294	-0.04169320796125171	0	-0.12054371652051425	-1.6850481594337139
10.7	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.6291472360762602	0.16979061498100811	0.07397107000549656	96.87663731008021	13.391577833721477	2.326888127898665	0	0	0	0	-0.003938620161583206	-0.043579905982747934	0	-0.2554533197302443	-2.4246288780330505
10.8	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.7206835308659382	0.23044549330726424	0.1018434798145891	129.76772022036417	21.906696325746257	3.8491036194178774	0	0	0	0	-0.005722445954120477	-0.0425335608163599	0	-0.4613964431216884	-3.161950067004085
10.9	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.8087880275691023	0.295561025304549	0.1323051911587823	166.81475101353342	33.06151771042054	5.870826690332429	0	0	0	0	-0.007633525871287139	-0.03967359900835223	0	-0.7454930290926483	-3.8555421363434097
11	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.8935894246273377	0.3638220974434938	0.16466004469626494	207.80352184368462	46.991074412268055	8.42619015734555	0	0	0	0	-0.009570768482056149	-0.03583889871683506	0	-1.1101529684936855	-4.4816747252220175
11.1	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	0.9752115862093855	0.4342514715960111	0.1983175877683667	252.52863890112212	63.77914978109678	11.537539504951985	0	0	0	0	-0.011450811253171427	-0.03157598031384575	0	-1.553717830517091	-5.029154766438009
11.2	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.0537735079098818	0.5061212805265316	0.23279206527090243	300.7935609773102	83.47104487354927	15.217191085830144	0	0	0	0	-0.013210650212680737	-0.027212413145468208	0	-2.071313237872771	-5.494531027354546
11.3	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.1293901567763756	0.5788674116274893	0.2676813996025027	352.4090596772745	106.08579524394419	19.470127105627306	0	0	0	0	-0.01480442646977785	-0.022939806084350728	0	-2.6559047335367363	-5.878689623864422
11.4	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.2021717915866383	0.6520569383871933	0.3026703797684466	407.1944291574383	131.61935473600616	24.294538423651613	0	0	0	0	-0.016204653784856225	-0.018857323059213987	0	-3.2989131409514405	-6.185060587822536
11.5	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.2722247540849752	0.7253433338857294	0.3375095004718655	464.9760421177952	160.05135437804216	29.68378510316843	0	0	0	0	-0.017397763841167056	-0.015011553451145942	0	-3.990938126340096	-6.4183430834326
11.6	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.3396515020867972	0.7984402297542921	0.3720030075258472	525.5872706201657	191.3487200992818	35.627615086311934	0	0	0	0	-0.018381062581519704	-0.011422162496769164	0	-4.722420137025777	-6.583658153694604
11.7	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.404550002397234	0.8711184644923772	0.40600881157885105	588.8695653150529	225.4656099388312	42.11236262224504	0	0	0	0	-0.019161934230470704	-0.008088470130821626	0	-5.4840228173161965	-6.6862745733246705
11.8	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.4670160152891865	0.9431711499253438	0.4394068389802058	654.6683384258153	262.3508574882107	49.12306901835735	0	0	0	0	-0.019751388998711927	-0.005004772357657215	0	-6.266721027040319	-6.731378242748584
11.9	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.5271394557817004	1.014441348477405	0.47212365267027	722.8394686273505	301.94148005216584	56.64230445833435	0	0	0	0	-0.020166215296283874	-0.002157866259879407	0	-7.062670316758861	-6.723776605300872
12	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.5850090735044537	1.0847806675337233	0.5040935288345569	793.2409182564836	344.1724343139086	64.65227690854664	0	0	0	0	-0.020423817707687444	0.0004659063999724745	0	-7.864322809833757	-6.668170893365107
12.1	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.640709700703392	1.1540675758171832	0.5352729565590145	865.7376396388378	388.97264363085924	73.1342804147286	0	0	0	0	-0.020542581797998352	0.002881245253527918	0	-8.665145701799014	-6.56890602114802
12.2	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.694321040205035	1.2222110338773233	0.5656398954573849	940.2037083823263	436.2650075365681	82.06904290976426	0	0	0	0	-0.020540065078118706	0.005102437536155427	0	-9.459988535942244	-6.429834376670372
12.3	0.007199814956157321	0.007199814956157321	0.007199814956157321	1.7459224644340494	1.2891217319388872	0.5951732747183243	1016.5137865882974	485.9721227773764	91.43728938640375	0	0	0	0	-0.02043363778615681	0.007143625987008337	0	-10.2437974996222	-6.254774119297414
12.4	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.7955907979867312	1.3547248161261976	0.6238612632210283	1094.5470644257978	538.0138886413544	101.21957904106486	0	0	0	0	-0.020239784072499347	0.009018414833825306	0	-11.01222652505825	-6.047292916480187
12.5	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.843396255630948	1.4189759146327952	0.6517068914448461	1174.1944130768782	592.306645409502	111.39684609599293	0	0	0	0	-0.019971545993497045	0.010738428025855886	0	-11.762490960060157	-5.810355948092973
12.6	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.889408048901822	1.4818345085621996	0.6787144418377444	1255.3484693664932	648.7665721236259	121.95017041382948	0	0	0	0	-0.01964131718626994	0.012314924683052621	0	-12.492012874848603	-5.546842168037115
12.7	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.9336953892412736	1.5432602587683253	0.7048883319589431	1337.901872338847	707.3097646085668	132.86061862124714	0	0	0	0	-0.01926147696740768	0.013759158980212221	0	-13.198224715525027	-5.259628669391593
12.8	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	1.976324536354974	1.6032258079765107	0.7302384014222187	1421.7524735126667	767.8510822051051	144.1095280751506	0	0	0	0	-0.01884261601606151	0.015081398119838076	0	-13.879235884327356	-4.951326743036372
12.9	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.017354936817946	1.6617252012572865	0.754780562565298	1506.810057627545	830.3065013292521	155.6794933486035	0	0	0	0	-0.01839187751688179	0.016289865802373564	0	-14.534223971043913	-4.624022600383502
13	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.0568451375979593	1.7187544742920706	0.778530901025418	1592.9859755176092	894.592533334647	167.5533367100873	0	0	0	0	-0.01791601588787943	0.017392538792948282	0	-15.16245937838703	-4.279741749767024
13.1	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.0948536856627853	1.774309662762279	0.8015055024398152	1680.1915780169836	960.6256895749287	179.71388042808323	0	0	0	0	-0.017421785547065333	0.018397393856691792	0	-15.763212509069028	-3.920509699520988
13.2	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.1314389678157983	1.8283875986845308	0.8237207121099692	1768.3385012661272	1028.322380852799	192.1439628934	0	0	0	0	-0.01691581335002504	0.01931234430830795	0	-16.335794622464128	-3.548336329894668
13.3	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.16665474702432	1.880997620678235	0.8451956275355033	1857.3464582421727	1097.6007109337977	204.82741379274006	0	0	0	0	-0.016402602624424403	0.020143991239591527	0	-16.880120809564758	-3.164896714007083
13.4	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.200549575459234	1.9321575589068207	0.8659499122792101	1947.1441786666253	1168.3831476846465	217.74946099003648	0	0	0	0	-0.015885096873354633	0.02089773461542824	0	-17.39647897617628	-2.7715508080243727
13.5	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.2331717272864857	1.9818852296648788	0.8860030488042236	2037.66086620415	1240.5925964979199	230.89543036559584	0	0	0	0	-0.015366225822284866	0.021578933458778066	0	-17.88515127839667	-2.36964693889166
13.6	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.2645694766720195	2.030198449246999	0.905374519573677	2128.82572451941	1314.1519627661908	244.2506477997242	0	0	0	0	-0.01484891919668426	0.022192946792600973	0	-18.346419872323903	-1.9605334335540738
13.7	0.0071998149561573205	0.0071998149561573205	0.0071998149561573205	2.2947910808383685	2.0771150981193434	0.9240838202264091	2220.5679874591765	1388.9841500741195	257.80044231398756	0	0	0	0	-0.014336096366112536	0.02274512774888805	0	-18.780569849612142	-1.5455571467396934
